"","text","screen_name","user_id","created_at","favorite_count","retweet_count","location","followers_count","friends_count","account_lang","lang"
"522","@TheLastDegree lets get this party started. 

Hey, GV, who is your favorite new ABRA? Meaning, we remember ABRA at less than 10m market cap when I bought around Nov 2019 at 5 cents. Who would you guess from sitfolio is the next?","DollarCostAvg","2931705480",2021-03-17 20:14:36,1,0,"",3411,189,NA,"en"
"523","@KoKo1Gee He’s 15 now but when he was younger we would have a huge St. Pat’s party. We asked people to bring items for the local food pantry instead of gifts. Each year he would take it to donate. I never realized how much that meant until today. <U+2764><U+FE0F><U+2618><U+FE0F><U+0001F917>","WDCreports","3303002295",2021-03-17 20:14:35,0,0,"Washington, DC",23647,9757,NA,"en"
"524","Nah but why was this my cake for my confirmation party<U+0001F480> https://t.co/mVnxVHXAjr","lizbethreb0llar","1346380097545244673",2021-03-17 20:14:35,1,0,"",215,204,NA,"en"
"525","@SkullyFNBR I have fishin, but I want poki too, I doubt poki will come back and fishin was last seen during a Party Royale concert so I'm not sure.","Ren0vatedd","1273464112161357829",2021-03-17 20:14:35,0,0,"",1010,95,NA,"en"
"526","Is there a limited government party in the U.S. today? https://t.co/ajAn0jfCDi","polarisbeta1","1337091636225052672",2021-03-17 20:14:35,0,20,"",54,95,NA,"en"
"527","The dangers presented by any particular president pale in comparison to the dangers presented by the office itself. The office itself, not who holds it, is the problem. Yet, that issue is continuously swept under the carpet amidst the politics of party and personality.","polarisbeta1","1337091636225052672",2021-03-17 20:12:37,0,8,"",54,95,NA,"en"
"528","With the help of David Duke and Ron Johnson - Vladimir Putin is grooming Tucker Carlson to be the next leader of the Republican Party.","ADizzle1718","336891070",2021-03-17 20:14:35,0,11,"New York, USA <U+0001F5FD> ",297,997,NA,"en"
"529","player birthday lines translation <U+0001F432>
malleus: so today is your day of birth. congratulations. by the way, did you hold a party? ...i see. no, i just wanted to ask. i did not get any invitation, so it bothered me.","kinokoclover45","807901421706231808",2021-03-17 20:14:35,0,46,"",343,4823,NA,"en"
"530","Im having a tea party for my birthday only fairies are invited","cowgir1kitty","1141027023596544000",2021-03-17 20:14:34,0,0,"",8805,267,NA,"en"
"531","Asked who was responsible for plaque-swapping, Craig Kielburgers told lawmakers: ""It would’ve been a member of the Kenya team.” Would any ex-WE employees like to respond to that attempt to deflect accountability? https://t.co/1BtexhNcIa","EhmDean","1063221415564824577",2021-03-17 20:14:34,0,100,"Alberta, Canada",66,346,NA,"en"
"532","{ yoonmin au }

jimin promised his older brother hoseok that he would never hook up with one of his friends. four years after promising that, jimin kisses a random guy at a party.

except yoongi wasn’t a random guy, but hoseok’s most recent addition to his friend group.

yikes. https://t.co/QnVIh36qSN","mianyoongi","3781125252",2021-03-17 20:14:34,0,195,"she/her",1076,1135,NA,"en"
"533","@ReverendWarnock The @GOP is no longer George Bush's Republican party.  Their strategy is to suppress the right to vote, particularly for people of color.   The GOP is not expressing conservatism but tolerating and overt racists acts/actors.","EllenSDuffy1","968988014364905472",2021-03-17 20:14:33,0,1,"Chicago, IL",420,1442,NA,"en"
"534","@ReverendWarnock Never forget the lesson that the Republican Party is teaching us right now:

Given the choice between democracy &amp; power, the GOP will NOT hesitate to jettison the former for the slightest chance of getting their grip on the latter. https://t.co/6W97NHgKEg","EllenSDuffy1","968988014364905472",2021-03-17 20:14:16,0,28,"Chicago, IL",420,1442,NA,"en"
"535","Hihihi. BabyKarl is bad at knowing when shouting party is over. https://t.co/K3y1B6Vl3w","MarilynShimmie1","1157794351164080128",2021-03-17 20:14:33,0,4,"Amarillo, TX",1647,5003,NA,"en"
"536","In campaign where EU issues were mocked as the an elephant in the room @EUolifant, only avowedly pro EU party of the last coalition makes biggest gains. D66 is led by @SigridKaag, former UN diplomat, mother of mixed race Arab/Dutch children and a hate  figure for far-right","laurnorman","142696927",2021-03-17 20:14:33,0,4,"Europe",15574,2745,NA,"en"
"537","@azzyfree Aetherborn are party sort of entities, aren’t they? <U+0001F602> It would make sense for their warforged form to be super pretty.","KdcmArts","1128662570410356738",2021-03-17 20:14:33,0,0,"New York",252,522,NA,"en"
"538","@MinaminoTheGod @DannyAaronsFUT No waman no party","HztchFN","902188824180162560",2021-03-17 20:14:33,1,0,"",92,516,NA,"en"
"539","I remember being made fun of when I was a kid...I never imagined back then that such hate would be so openly triggered by the leader of a political party, but that’s where we are today.

via @latimes 

#StopAsianHate #StopAAPIHate #AsiansAreHuman 

https://t.co/gXco2vII2W","terlu76","144634168",2021-03-17 20:14:33,0,589,"San Jose, CA",88,877,NA,"en"
"540","a. at oomf birthday party im shy so if i dont say much thats why dsjgsdjg","bunclebun","1357420542228193283",2021-03-17 20:14:32,0,0,"ffxiv hell",23,71,NA,"en"
"541","@emmadeady @swingsnest @jkenney Shut down Alberta before Covid gets to celebrate St Patrick’s Day???  With hundreds of friends packed in bars???

How dare you deny Covid the right to party!   Shame on you!!! 
#AbLeg https://t.co/goBbBFtZOj","JasonOnTheDrums","997519418492993537",2021-03-17 20:14:32,0,0,"Edmonton, Alberta",31,30,NA,"en"
"542","@TomJefferson30 @RW_Crank @Quea_Ali Did he specifically say he wants to give China more money? Answer; no.

The beauty about being the party in power is that you can pick and choose which country gets foreign aid.","True_Canuck1","4837910997",2021-03-17 20:14:32,0,0,"Montréal, Québec",9483,8674,NA,"en"
"543","A reminder that the Sandy Hook massacre of 26 innocent CHILDREN and teachers resulted in almost no significant change to laws and regulations.

Don’t expect any different with the Georgia Spa Shooter. The power to enact real change starts with us- not our warring 2-party system.","interesting_mtg","1305289963072884737",2021-03-17 20:14:32,0,86,"",86,176,NA,"en"
"544","It's not. And it's not just Trump. It's the Republican Party.

Last week, 164 Republicans in the House of Representatives voted against a resolution authored by @Grace4NY to condemn racism against Asian Americans. https://t.co/QG0Vh3CC8x","TheBurghMenace","174102086",2021-03-17 20:14:32,0,503,"Pittsburgh, PA",1730,1621,NA,"en"
"545","@Vic_Rollison how is this, i got banned from the greens ""unofficial"" facebook page for arguing _in support_ of the official green party policy on GMO crops and roundup. seems a high level SA party member who also happened to be an admin had a business selling GMO seeds and ag chemicals.","johnjohngb2","371130720",2021-03-17 20:14:32,0,0,"",27,202,NA,"en"
"546","@JagerLizard @Muffin0414 @TheR3alDeal83 @cathyraats @CNN Attempting this is the best, and quickest way to ensure Republican leadership for generations. 

I can see that your profile is pro-BLM, so why are you a Democrat? 

They are the party of slavery and Jim Crow Era laws. Fact.","1776USA17766","1371100411369820161",2021-03-17 20:14:32,0,0,"",19,65,NA,"en"
"547","@rachaelwarke Don't know if it's from the 60s or not but if so, play Wasn't That A Party by The Irish Rovers. Thanks!","Paganus32","133895186",2021-03-17 20:14:31,0,0,"New Berlin, Wisconsin U.S.A.",163,102,NA,"en"
"548","@judasbled @KittieMag57 @libum_populi @tDaveLee @Becca2400 Biden is a dem. Rose Twitter obviously forgot Bernie failed to take over the dem party","kolby_anthony","1190463474066952192",2021-03-17 20:14:31,0,0,"",16,31,NA,"en"
"549","@LeaderMcConnell So what? You and your party abused the system all the time. Now you can't and that's what is bothering you. Remember when you bragged about holding the senate seats. What about Trump's Quid Pro quo that you all refused to testify at? Well this is the dem's turn to pull the same.","CultusSnake","628986578",2021-03-17 20:14:31,0,0,"Fraser Valley, BC",12,93,NA,"en"
"550","@lfcciano @lfcthursto Someone who supports the Conservative party","Hxrry_YNWA","1360603922474401795",2021-03-17 20:14:31,0,0,"",377,306,NA,"en"
"551","@FlockaSZN i was nothing but nice in party chat <U+0001F644>","a7manie","1320121080044949505",2021-03-17 20:14:31,1,0,"",73,18,NA,"en"
"552","Nicolle Wallace is a dog.  Former Rep. David Jolly is being billed as a Republican on MSNBC when his every word condemns the Republican's demand for voting security.  The refrain: The Republican Party is evil, it cheats, and it pushes voter suppression so they can cheat more.","MargauxR15","1043203855247335424",2021-03-17 20:14:31,0,0,"Pacific NW",1643,1936,NA,"en"
"553","An exit poll published immediately after voting ended Wednesday in the Dutch general election suggested that caretaker Prime Minister Mark Rutte's conservative party won the most seats. https://t.co/i30EFmJdFE #Netherlands #ikstem #elkestemtelt","jftaveira1993","1327843160",2021-03-17 20:14:30,0,0,"Portugal",1797,423,NA,"en"
"554","@JuddLegum @aflac Billionaires and the DNC fiddled, fixed and stole the Democratic nomination in the last 2 elections.
So there was not a real election to steal in the general.
There is no democracy or integrity in a 2 billionaire-owned party system.","Mike55584269","918216017792430080",2021-03-17 20:14:30,0,0,"",150,391,NA,"en"
"555","Ugh why do they always have to make it party political. It’s NOT about politics, it’s about cross-party agreement that safety &amp; environment are hugely important. I’ve found this whole process so underwhelming &amp; depressing. NOT a shining beacon of local politics or democracy <U+0001F629> https://t.co/HYOwwQR8a2","Vee_Arr","49790200",2021-03-17 20:14:30,0,0,"London, UK",331,2138,NA,"en"
"556","""During his 2016 book tour, Vance was not shy about his disdain for Trump...He said, 'I think that I’m going to vote third party because I can’t stomach Trump. I think that he’s noxious and is leading the white working class to a very dark place.'""
https://t.co/0ZAULfHixf","MarkStukeyII","451206805",2021-03-17 20:14:30,0,106,"Kansas",367,521,NA,"en"
"557","Wiggler’s Garden - Mario Party DS https://t.co/iEoZleZJKt","yachimifus","2198423376",2021-03-17 20:14:29,0,21,"",850,987,NA,"en"
"558","Why wasn't inflation and unemployment 0% ahen your party ran the country? How many pandemics and oil slumps did you experience? Which public asset did you sell at a profit? How much infrastructure did you build? How many projects did you finish? Where's the $62b Yar'Adua left? https://t.co/Xz6A8kR58V","surv3secondz","1709919056",2021-03-17 20:14:29,0,8,"Nigeria",1458,1558,NA,"en"
"559","Taking my kids on a trip this year for they birthday but kinda wanna do a party again I had fun last year then it’s the summer","LovingJR_","276337145",2021-03-17 20:14:29,4,0,"",32402,457,NA,"en"
"560","Where to find the album #TheMusical. 

Amazon - Album is available digitally, as well as on CD &amp; Vinyl:
https://t.co/dkIPG7hW8U

iTunes:
https://t.co/4M7NqLisd6
2/2 https://t.co/gzVL4FMf4T","IRA16441449","1179107329595367426",2021-03-17 20:14:29,0,23,"Moscow",325,257,NA,"en"
"561","Folks I’ve called Kier Starmer’s @UKLabour office in London &amp; left a msg that this is a disgraceful post by a UK National Political Party &amp; for it to be removed ‘Immediately’ its nothing more than using women’s fears to make a ‘cheap’ political point! Me? I’m politically homeless https://t.co/56hL0lJSVf","pripley2426","2343936058",2021-03-17 20:14:29,0,45,"",1156,1005,NA,"en"
"562","Fuck the republican party https://t.co/jRINpbKsY5","billybass100","271245985",2021-03-17 20:14:28,0,0,"Colorado",765,909,NA,"en"
"563","Grave on the Isle of #Skye, #scotland

Would make an amazing piece of terrain for visions for a party, or a #ghost etc for a #ttrpg

For #terrain inspiration

#dnd #dnd5e #dndterrain #pathfinder #rpg #rpgterrain #wargaming #wargamingterrain #dungeonsanddragons https://t.co/QMKpm4BpRu","TerrainInspire","1335965256800145410",2021-03-17 20:14:27,1,0,"",75,373,NA,"en"
"564","Brodka &amp; Scottibrains - Wrong Party [07:13]","DoubleJPlays","114626672",2021-03-17 20:14:27,0,0,"Australia",5047,2,NA,"en"
"565","@GreggSmithCO3 Is she talking about non-issues like Mr. Potato Head and Dr. Seuss? The GOP is the PARTY of non-issues...Conspiracy and lie based platform - things that aren’t true or didn’t happen...and she needs to look up “insurrection” in the dictionary as well...and read the Constitution.","PulleyRandy","963037434",2021-03-17 20:14:26,0,0,"Ohio, USA",282,705,NA,"en"
"566","Those first exit-polls are a bit...hmmm.

Happy that party I voted for got in but man the left has taken a big hit","TheMadHero","187852949",2021-03-17 20:14:26,0,0,"Netherlands",318,293,NA,"en"
"567","@allanholloway I've been thinking about that. My latest thought is it's actually the Party machine that selects candidates and they are desperate for a loss so they can blame Starmer and get rid of him. Or Guido should stop listening in on gossip down the pub because they are on to him","BBCPropaganda","442245676",2021-03-17 20:14:26,0,0,"London, UK",12325,2459,NA,"en"
"568","Our Leader Mr. @avishaksaglam came together and had a press conference with the Leader of Felicity Party Mr. @T_Karamollaoglu to have a discussion on the #NewConstitution. You can watch the full press conference of from the link below. @HudaParMedya
https://t.co/exN49V6GcVÜDAPAR","cinarmedyabsk","1165969363654139904",2021-03-17 20:14:25,0,31,"Çinar, Diyarbakir",129,87,NA,"en"
"569","@jerieblack I watched it anyway (folks went to a party).  I'd never seen collective or multiple gallows before.","LIB3RTYforALL","46726877",2021-03-17 20:14:25,0,0,"California, USA",7411,7353,NA,"en"
"570","@PopulismUpdates Happy to see the party dedicated to the end of movie theaters and women's suffrage is still there lol.","Ginger_Marxist","932616217747128322",2021-03-17 20:14:25,0,0,"",201,700,NA,"en"
"571","Join #SB19_JUSTIN's 'WHATdrobe' TikTok Challenge!
<U+0001F517>https://t.co/xB6paugphO

Justin is now online! Go to SB19 Official Twitter to join his Mention Party <U+0001F389>

#SB19WHATdrobeTikTok #SB19JustinWHATMenPa","acinorev_16","737467222726082560",2021-03-17 20:14:24,0,7184,"",30,71,NA,"en"
"572","@ga11acher @MartinJKeatings @DealbhAlba @AUOBALBA @action4indy @AngusMacNeilSNP @ScotiaIndyref2 @TheMendozaWoman @sahouraxo @Scotpol1314 @BjCruickshank @Grouse_Beater @ComeToGhana @80_mcswan 
Former Respect party chair joins Action for Independence https://t.co/3Bz5kSwwZI","BoneyMaloney45","1342847105648517121",2021-03-17 20:14:24,0,2,"God’s Country: Scotland",212,211,NA,"en"
"573","@EllaMinty PR seemed relegated to just as press releases &amp; media management alone, a bit of a fun party &amp; a nice to have in an org, but never seen for the serious value it can create. PR has started to be taken more seriously, now sitting at the decision makers table. #PowerAndInfluence","drcraigfleisher","18920686",2021-03-17 20:14:24,0,3,"WFH near ATL, GA, USA",1706,198,NA,"en"
"574","HELPPP <U+0001F198> !! What do you think I have to wear for tonight's party <U+0001F389>? https://t.co/ShLaVx9f7Y","Sarah24483","1239538458",2021-03-17 20:14:24,0,0,"<U+0001F4CD> <U+0001F1EC><U+0001F1E7>",4,3,NA,"en"
"575","@ClarenceSandpa1 @HandSoap80 My 2nd year, and 2nd New Year's Eve, we had a sober party... The noise brought the police to the door. My friend said when he saw the cops he wanted to flush the stuff... He asked himself, what am I flushing, the Oreo cookies??!! We laughed for years about that.","SteveAKAXavier","1191695164991049729",2021-03-17 20:14:24,0,0,"Earth",408,681,NA,"en"
"576","@_emmonica ain’t no way Z was at the party!","__famousstranga","2614276124",2021-03-17 20:14:23,0,0,"",1136,546,NA,"en"
"577","Even @MSNBC Admits: Biden Bars Media From Seeing 'Terrified' Children at Border https://t.co/SRwduCXRrl: @JoeBiden is a dictator and @DNC is a like the Chinese One-Communistic Party. @MSNBC @Foxnews @GOPLeader","burkem100","934438520",2021-03-17 20:14:23,0,0,"",532,1076,NA,"en"
"578","The problem isn’t NPP or NDC it’s you!

You don’t want to hold your leaders accountable because your fathers, cousins, uncle is an area party executive who may become assembly man someday; so you’re protecting your interest.","ColdeNathanael","1375337052",2021-03-17 20:14:22,0,99,"Ghana",1355,1044,NA,"en"
"579","Greg says this while spending 2 hours straight on Twitter &amp; skipping his kid's birthday party. https://t.co/tpiTq5lFZR","DrAlrekArinbjor","2196586087",2021-03-17 20:14:22,0,1,"",94,542,NA,"en"
"580","@AyrshireBog @MoiraWetherell @BillTosh8 @5DAZ5 @EnoughScotland @Sparky77600125 @carmic3 @Jim1Jas @J4cobite @2351onthelist @ReginaldBrads10 @IanDePendence @DarkSideoDunoon @BAZ__17 @BillGall14 @SensibleScots @Aloce84336601 @Pr0jectZeus @CDexter05990923 @Chris4man80 @SandyRogerson1 @StrongbowsPub @JackieMackay17 @GameLandAmazing @fhirinn @Cat5weaver @dealatrip @Terrier01237391 @Artisans17 @scotfax @alunprice667 @pjnichols @ScotReal @LindaMcphee4 @rusting_the @DexterC57968627 @fatval999 @Bobbofitz @rowan9sam @Chunkyferryman @steveja89368890 @HillbillyNot @Forkyworky1745 @StevenM95164330 @Possum_PictBot @Derek_Timothy @realJimJamieson @ifwitgwrs @ChristineKabash @TedDitchburnNNP Nope... I said Im not SNP..

I never said they were shite...they are head and Shoulders above any party

Try again muppet...

You do you vote for Tories <U+0001F602><U+0001F602>","ScotDeveloper","1341520436081913857",2021-03-17 20:14:22,0,0,"Scotland, ",287,436,NA,"en"
"581","Oh my God. This is just getting worse. How can any alleged leader say his party brings zero to the negotiating table in international matters <U+0001F644>
https://t.co/Q2QSAY6GR3","Yogiii21","1631005777",2021-03-17 20:14:20,0,167,"Mumbai",41,157,NA,"en"
"582","bye the party i voted for did so well according to an exit poll FUCK YES","ratatoonie","2845371953",2021-03-17 20:14:20,0,0,"he/him/18 ",95,107,NA,"en"
"583","@jon_trickett Well you better start in the plastic labour party, they are totally undemocratic, from throwing out members of their own party, too dictating to their own Council &amp; overruling their Democratic decisions !","MilliTom2","1351851991329349632",2021-03-17 20:14:20,0,0,"",161,280,NA,"en"
"584","5. #CDA loses big. Leadership problems have dogged the party for years now and ""Wopke"" was a terrible choice and led a horrible campaign.

Turns out, Dutch prefer the real Rutte over the wannabe-Rutte.","CasMudde","2286056016",2021-03-17 20:12:45,3,0,"Athens, GA",38506,892,NA,"en"
"585","6. Pensioner party #50+ pays the price for endless internal problems and scandals.","CasMudde","2286056016",2021-03-17 20:13:40,2,0,"Athens, GA",38506,892,NA,"en"
"586","7. Pro-EU party #Volt also big winner. Even more remarkable given that D66 was biggest winner.","CasMudde","2286056016",2021-03-17 20:14:20,4,0,"Athens, GA",38506,892,NA,"en"
"587","@DavidLammy @UKLabour https://t.co/Ea5oyj7MSF David why did your party just vote against better protections for children in these situations and against tougher sentences for the perpetrators of sexual abuse?","timmyvoe","50117879",2021-03-17 20:14:19,1,0,"Salford, England",2309,3617,NA,"en"
"588","@MysticGengar All the square pizza I've ever had has been dogwater. Except party pizzas. Those are the shit","ImNotMonophobia","1334648063454044163",2021-03-17 20:14:19,0,0,"Pen Island",149,161,NA,"en"
"589","World class adults back in charge stuff this - not only detailing plans to stitch up a selection and marginalise any left democratic arguments, but also managing to put in writing that the national party and their preferred candidate know next to nothing about the constituency. https://t.co/YQd5LKe7fn","jnrknight","15890125",2021-03-17 20:14:19,0,35,"London",959,935,NA,"en"
"590","I’m just bouta buy my daughter mad shit &amp; not participate in the party","yannaa1422","869456003087183872",2021-03-17 20:14:19,0,0,"Buffalo, NY",210,197,NA,"en"
"591","@astari This receives the official Beat Generation cosign. Party on, Astari.
-4K","BeatGenBeatGen","1371571632842674179",2021-03-17 20:14:18,0,0,"",2,17,NA,"en"
"592","210316 House Party 
#KYUHYUN #<U+ADDC><U+D604> https://t.co/18VaNCzeZ0","t00thless_hwa","1371442090740158466",2021-03-17 20:14:18,0,87,"no petnames",121,120,NA,"en"
"593","@jolinalinaina no. 1 party anthem-arctic monkeys","erstmalbierchen","1330850544391426048",2021-03-17 20:14:18,0,0,"",162,189,NA,"en"
"594","This is being covered up...https://t.co/YPIEBjLe5i","nigelthegoat","580606981",2021-03-17 20:14:18,0,2,"",823,1233,NA,"en"
"595","@deathisevrywhre omg do u want to get in on the listening party???? @ultrantoine","JustOneCaress","1337040565129662465",2021-03-17 20:14:18,0,0,"age 22",153,183,NA,"en"
"596","@ajboekestijn Party!

https://t.co/HSjW6JVc9A","NiekBuurmaH2O","3533370202",2021-03-17 20:14:17,1,0,"Cardiff, Wales",2000,2794,NA,"en"
"597","The @GOP will stop being the Party of White Supremacy only when it starts treating racist killers and #MAGA bombers and murderous insurrectionists as domestic terrorists--and not the ""base"" the try desperately not to offend. #ResignRon #BlackLivesMatter #StopAsianHate https://t.co/u99I8HojHg","kemptont","19817448",2021-03-17 20:14:17,0,46,"West of Canada",1405,4993,NA,"en"
"598","Sums them up - party of waste and sleaze. They are Scotland's embarrassment. <U+0001F447> https://t.co/crydXJbttw","PaulReoch","579061862",2021-03-17 20:07:52,0,0,"Edinburgh, Scotland",349,976,NA,"en"
"599","SNP, the party with absolutely no business acumen... and now they're to run our trains! <U+0001F602> <U+0001F602> <U+0001F602> <U+0001F602> <U+0001F447> https://t.co/RdfovkdOpg","PaulReoch","579061862",2021-03-17 20:14:17,1,0,"Edinburgh, Scotland",349,976,NA,"en"
"600","If the Labour Party are responsible for this, they should be ashamed of themselves, this BLM issue belongs in America, leave it there, our United Kingdom is not a racist country, the only racists are a minority of imbeciles, this nonsense will create racism. https://t.co/eRzintDFMe","PaulReoch","579061862",2021-03-17 20:08:07,0,6,"Edinburgh, Scotland",349,976,NA,"en"
"601","&lt; RT to Birthday PARTY! &gt;

Join us <U+0001F499> LIVE NOW <U+0001F499> on https://t.co/HL4I6wkJzB https://t.co/sWixyDhYeQ","60pieces_sushi","840194696836132864",2021-03-17 20:14:17,0,149,"<U+8ECA><U+5EAB>",288,661,NA,"en"
"602","TAGLINE PARTY STARTS NOW!!!
• 11.30PM - 1AM KST •

<U+2714><U+FE0F> Use tagline
<U+2714><U+FE0F> Tag Kim Hanbin twitter account
<U+2714><U+FE0F> Two hashtags in one tweet
<U+2714><U+FE0F> Quote, retweet and like

B.I MIDNIGHT BLUE D1
@shxx131bi131 #BI #<U+BE44><U+C544><U+C774> https://t.co/Q0ke63om5H","BI_4ever_4U","1155148128690921477",2021-03-17 20:14:17,0,119,"",27,58,NA,"en"
"603","@harris_sheikh_ reach listening party?","itsmeshehryar7","3033427121",2021-03-17 20:14:17,0,0,"",152,109,NA,"en"
"604","Scottish Parliament Election 2021 campaign posts are promoted by Findlay MacGregor on behalf of Fulton MacGregor, both c/o Scottish National Party, Gordon Lamb House, 3 Jackson’s Entry, Edinburgh, Scotland, EH8 8PJ.","fultonsnp","3382801733",2021-03-17 20:14:17,1,0,"Coatbridge, Scotland",5850,1991,NA,"en"
"605","Freedom Alliance is delighted to announce we have been ACCEPTED as a political party by the Electoral Commission and are thus able to stand anti-lockdown, pro-freedom candidates across the UK in May. For more information and to join us, please visit https://t.co/er9CM7dyNk","mockacuckoo","1295005430473797634",2021-03-17 20:14:17,0,146,"",205,45,NA,"en"
"606","*a wild itchio page appears !!!*

<U+25B6><U+FE0F>Follow Synstoria on Itchio<U+0001F970>
<U+25B6><U+FE0F>Comment to tell me how cool it looks because I spend wayyy to much time setting it up<U+0001F602> (Still, thanks @itchio for giving the CSS access<U+0001F60A>)

<U+0001F517>https://t.co/Atio894gCd

#indiedevhour | #visualnovel | #otomegame","terrible_party","1052963737467056129",2021-03-17 20:14:16,0,6,"",961,1829,NA,"en"
"607","We have a big decision at the next election  if we want to see a stop to the channel  invasion. The Tory party  said the would but wont .Labour absolutely  wont they want more,  the same with the libdards and green . We need a new party to appear WHO WILL ,or just enmass not vote","mspread10","2504899869",2021-03-17 20:14:16,0,17,"",1307,1802,NA,"en"
"608","The tragic death of coal miners in two horrific mine accidents in Balochistan within a space of a few days shows a callous neglect of basic safety rules in mines here. Industrial safety needs better attention in all provinces esp as Pak is party to a no of ILO conventions.","RMaaood","1243209261389357056",2021-03-17 20:14:16,0,42,"",231,348,NA,"en"
"609","Islamist parties have also been banned in previous decades, with Erdogan’s Islamist-rooted AK Party itself surviving a closure case in 2008. In years since, Erdogan has repeatedly expressed his opposition to closing parties down https://t.co/2w7wdUeUSe","vvanwilgenburg","34898084",2021-03-17 20:14:16,3,0,"",89962,13266,NA,"en"
"610","No Coates no Party","DeCorao7","1364016425619361794",2021-03-17 20:14:16,2,0,"",29,57,NA,"en"
"611","soobin would be passed out on the floor before the party even really started so yeonjun <U+261D><U+FE0F> https://t.co/ubHiRxDS2E","vminspride","2559988001",2021-03-17 20:14:15,0,0,"she her ",4444,1751,NA,"en"
"612","I take no notice of counter-terrorism operations, I’ve seen too many of these proved wrong. NSW Labor Shaoquett Moselmane had his home &amp; office raided with the Media in attendance &amp; was stood down from the Party, vilified &amp; degraded, then surprise, there was no case against him","dotrat","15510386",2021-03-17 20:14:15,0,72,"Mentone VIC Australia",3508,4686,NA,"en"
"613","HELPPP <U+0001F198> !! What do you think I have to wear for tonight's party <U+0001F389>? https://t.co/Cg3uoc5o1G","Ashley14349","3235740107",2021-03-17 20:14:15,0,0,"<U+0001F4CD> <U+0001F1EC><U+0001F1E7>",0,6,NA,"en"
"614","@caitoz @jimmy_dore  @LeeCamp  WTF editor @Matt_Kiser is spouting the MSM imperialist party line: It's only our ""enemies"" who are trying to hack our servers! :-D You all are safe to keep ignoring him now.  Caitlin, DM me if you want to know what he said about your article. https://t.co/OLh1rfrYeY","drmom5","104029731",2021-03-17 20:14:15,0,0,"#ThisIsWhatDemocracyLooksLike",342,709,NA,"en"
"615","@RCSYCHEEKZ omg it really does, just wanna party now !","alwayseadie","1354528923292459009",2021-03-17 20:14:15,0,0,"she/her",94,76,NA,"en"
"616","@jennieicetea @chartdata @BTS_twt @RIAA Blonks make mass buying party for rose, I hope you will participate https://t.co/rQ5akQBL2i","AyaBangtan4","1241296412727484416",2021-03-17 20:14:15,0,0,"",10,102,NA,"en"
"617","@zulkarnaen_96 @chartdata @BTS_twt @RIAA Blonks make mass buying party for rose, I hope you will participate https://t.co/Q1kU98mT5P","AyaBangtan4","1241296412727484416",2021-03-17 19:57:20,0,0,"",10,102,NA,"en"
"618","@DavidMo92612977 @ACLUforever @LeonardPittsJr1 Ummm...if you were born in the 60’s, you weren’t old enough to vote in 1973... Even if you were born in 1960, you’d only have been 13 in ‘73.  You declare party affiliation when you register to vote.  Math, bro... or, should I say, “bot...”","GeeMiss_B","918180712393588736",2021-03-17 20:14:14,0,0,"Oregon, USA",124,164,NA,"en"
"619","50 days! <U+23F1>

You know what to do, folks. 

Party vote for the Scottish Conservatives <U+0001F5F3> https://t.co/mSX8Rw7VN2","DorothyLove","1050838553691869186",2021-03-17 20:14:14,0,2,"",239,317,NA,"en"
"620","College was so simple bruh...we had so much free time &amp; the biggest concern was which party to go to smh","XSHE_KAE","3913135439",2021-03-17 20:14:14,1,0,"",7371,5801,NA,"en"
"621","Dear Republicans, we don't have a problem at the border, we have a problem in your party that fear mongers to mentally unstable citizens who you also deny help. We have a gun problem that you refuse to address and we are losing our loved ones to greed. #DemVoice1 <U+2696><U+FE0F><U+2696><U+FE0F><U+2696><U+FE0F> https://t.co/a5PQI8qJWQ","sar_oso","3253228622",2021-03-17 20:14:14,0,4,"Sacramento, CA",14284,15534,NA,"en"
"622","A company of which Linda Fabiani is Controlling Director has just been awarded a £5Million contract by the Scottish Nationalist Party (SNP) the party in power of the Devolved Administration in Scotland (the Scottish Assembly) at Holyrood.... CORRUPTION nothing else!","lamcurrie","940870434588897280",2021-03-17 20:14:13,0,3,"United Kingdom",31,116,NA,"en"
"623","This is not an advice but the RSI signal is so weak #DNT #DNTUSDT 

#USDT #Bittrex #criptografía #Exchanges
To Join the party in VIP SIGNALS channel, PM ME!","RachaelSaraah","1333054566435328002",2021-03-17 20:14:13,0,0,"Oxford",1060,29,NA,"en"
"624","#JENO: prince on the gourmet party https://t.co/nxLRsIFwmu","chillinmoody_","1250815165995466755",2021-03-17 20:14:13,0,729,"Malaysia",18,99,NA,"en"
"625","My birthday isn't for a few more months... Ahhhh, I hope I can have a party then. Maybe I'll get birthday kisses!","MoonLadyMagus","1336713588367560706",2021-03-17 20:14:13,0,0,"",315,398,NA,"en"
"626","@brooklynnashley @JimmerzRL I’m sure there are people like this no matter the political party <U+0001F602> jus how the world is plus our government is corrupt so what matters","Itz_Dragon_","1350542891215683589",2021-03-17 20:14:13,0,0,"pain island ",97,114,NA,"en"
"627","Pakistan Peoples Party Minorities worker in sindh Livestock Expo as a Guest of Honor. 

@BBhuttoZardari @sharjeelinam @pitafi_bari 

https://t.co/xAsiz2Tm83","Mushtaq19196681","1348686002609651715",2021-03-17 20:14:13,0,12,"",749,2114,NA,"en"
"628","@tracywiu My friends and I have throw big party weekends in Austin we call Bible Studies so that might be it!","JoshuaDav","21404341",2021-03-17 20:14:12,0,0,"Dallas, TX",4149,1296,NA,"en"
